plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
m,26703,2026,2059,28063,12827.896363226275,True
k,22333,2027,2060,20714,9017.534059278943,True
m,12123,2024,2052,42774,4727.86740719394,False
k,5394,2026,2047,78614,3932.04,False
m,5419,2025,2063,14156,6451.77,False
k,7968,2026,2056,11628,5202.08,False
m,16739,2024,2059,27716,9207.738657492986,True
m,27892,2024,2043,35796,6481.2662718493275,False
m,14199,2026,2051,92101,4598.1262156685,False
k,15239,2030,2058,88425,5533.26,False
m,15570,2026,2063,16511,8601.037385330195,True
m,4911,2025,2059,11061,5706.34,False
m,4926,2027,2061,5368,6068.21,False
m,29201,2027,2061,87180,13748.265140576083,True
k,17254,2033,2054,8044,4889.78,False
k,7529,2029,2054,20607,4889.78,False
k,10137,2024,2063,6429,6451.77,False
k,10937,2025,2063,50391,6451.77,False
m,14944,2024,2048,23223,5053.648736577941,False
k,11520,2024,2061,8757,6068.21,False
m,5635,2027,2061,4650,6068.21,False
k,9667,2029,2052,44182,4595.52,False
k,11768,2027,2048,31838,4056.92,False
m,6612,2029,2060,37317,5884.61,False
k,4635,2027,2059,11417,5706.34,False
k,5284,2026,2062,11319,6257.17,False
m,10320,2029,2063,47731,6451.77,False
k,4558,2025,2062,28788,6257.17,False
m,6664,2038,2063,20753,6451.77,False
m,6480,2031,2063,30575,6451.77,False
k,12592,2029,2062,17593,6257.17,False
m,39838,2028,2055,7877,13007.16073508199,True
k,8249,2029,2052,19556,4595.52,False
k,4701,2030,2060,37752,5884.61,False
m,5399,2028,2061,13309,6068.21,False
k,4839,2028,2055,61031,5043.61,False
k,5222,2034,2058,34380,5533.26,False
m,8260,2024,2060,111432,5884.61,False
m,16581,2029,2043,38059,3468.11,False
k,31373,2024,2062,42699,15215.775579886653,True
k,41283,2026,2059,317,8365.232120574536,True
m,19609,2027,2062,115003,10266.857983239357,True
m,7934,2024,2059,3281,5706.34,False
m,13935,2026,2057,59979,6212.521351403059,False
m,13749,2026,2061,24732,6973.875808897858,True
m,9965,2024,2054,36850,4889.78,False
k,10284,2028,2053,16657,4740.46,False
m,5345,2025,2051,21473,4454.84,False
k,9466,2024,2061,54008,6068.21,False
k,8613,2030,2052,30783,4595.52,False
m,11507,2029,2062,25130,6257.17,False
k,7483,2027,2061,58575,6068.21,False
k,25963,2025,2061,33470,12075.487570727208,True
m,8287,2024,2058,29616,5533.26,False
k,14665,2027,2056,8450,5202.08,False
m,14972,2025,2061,27273,8046.033495661138,True
k,21348,2025,2060,32565,9678.42616393785,True
k,5726,2024,2054,916,4889.78,False
k,33115,2024,2059,11109,13868.955392363016,True
k,7886,2025,2058,65751,5533.26,False
k,23959,2026,2054,53945,7823.700758121699,True
k,11755,2031,2054,9279,4889.78,False
m,20615,2026,2055,46165,8038.213980844434,True
m,7772,2026,2054,34161,4889.78,False
m,6300,2024,2060,102652,5884.61,False
k,4581,2026,2051,3991,4454.84,False
k,10806,2024,2052,34997,4595.52,False
m,5853,2027,2058,11650,5533.26,False
m,12981,2025,2061,54504,6976.059364625782,True
m,14168,2024,2050,70830,5046.176720998901,False
m,9111,2025,2058,40389,5533.26,False
m,9893,2026,2059,4855,5706.34,False
k,22774,2026,2057,53210,5365.22,False
m,8084,2024,2053,21138,4740.46,False
m,4836,2024,2058,13553,5533.26,False
k,10604,2028,2063,34686,6451.77,False
m,21781,2030,2055,116985,6629.124417335451,False
m,6055,2026,2063,8135,6451.77,False
m,12268,2026,2054,9830,4889.78,False
m,34153,2027,2057,17357,13529.30374197906,True
m,12329,2030,2060,47422,5884.61,False
k,13771,2035,2062,102584,6257.17,False
m,5814,2026,2061,72507,6068.21,False
k,6020,2036,2060,12480,5884.61,False
k,20175,2031,2056,87044,5202.08,False
m,13565,2028,2060,4214,6152.283685003827,False
m,8421,2024,2058,26999,5533.26,False
m,20146,2024,2041,49423,4620.858232034992,False
m,35235,2030,2057,4631,12050.414246987599,True
m,14048,2028,2058,14115,5565.924274196202,False
m,33308,2024,2062,76402,17987.08625158169,True
k,21773,2024,2062,21768,11377.449174890673,True
m,4667,2029,2050,65878,4318.21,False
k,6631,2024,2049,9837,4185.61,False
k,22593,2024,2051,18450,4454.84,False
k,17192,2031,2063,44241,6451.77,False
k,6002,2027,2058,13689,5533.26,False
k,11307,2026,2063,50409,6451.77,False
k,25689,2024,2057,28551,10622.58858084675,True
k,8397,2024,2060,92116,5884.61,False
m,13574,2028,2055,34252,5043.61,False
k,8911,2034,2057,34026,5365.22,False
m,8808,2024,2063,14046,6451.77,False
m,9327,2026,2059,28022,5706.34,False
k,31715,2028,2062,72230,7391.334502414245,True
m,7333,2035,2062,25893,6257.17,False
m,19266,2027,2056,91084,7393.579188783365,True
k,5723,2024,2063,38631,6451.77,False
m,4561,2027,2058,12826,5533.26,False
k,24685,2030,2063,54041,9681.804659217645,True
m,8202,2029,2059,48779,5706.34,False
k,30476,2028,2056,25661,5429.3503014345715,False
k,6825,2033,2061,166,6068.21,False
m,47983,2025,2058,41551,17786.106100412646,True
m,5831,2025,2061,24635,6068.21,False
m,12123,2030,2060,20825,5884.61,False
m,7998,2028,2061,89353,6068.21,False
k,8689,2024,2061,20413,6068.21,False
k,13166,2024,2063,56678,6451.77,False
k,31188,2024,2055,122885,6393.456429061096,False
k,10686,2026,2045,9936,3693.12,False
k,10696,2029,2059,82806,5706.34,False
k,4988,2026,2058,6988,5533.26,False
k,22590,2025,2061,2318,10666.200363085554,True
m,15645,2024,2060,13751,8970.932286489746,True
k,5284,2025,2057,34292,5365.22,False
k,6370,2026,2063,22298,6451.77,False
m,5204,2032,2061,54888,6068.21,False
m,23572,2024,2051,1027,9060.619521332655,True
k,12763,2029,2057,54793,5365.22,False
m,13191,2024,2057,36647,6673.285851227162,False
m,5739,2033,2058,73965,5533.26,False
k,9671,2025,2057,48679,5365.22,False
k,9782,2029,2057,30265,5365.22,False
m,7318,2032,2062,55494,6257.17,False
m,11329,2026,2055,92049,5043.61,False
m,5409,2031,2063,43783,6451.77,False
m,9567,2024,2055,67373,5043.61,False
k,8478,2027,2049,18220,4185.61,False
m,9035,2027,2059,23777,5706.34,False
m,17337,2028,2053,45946,5420.42609785395,False
k,11703,2029,2053,23751,4740.46,False
m,11400,2024,2050,37886,4318.21,False
m,16286,2029,2053,4850,4991.074140333157,False
k,5580,2024,2056,14597,5202.08,False
m,10870,2031,2054,13531,4889.78,False
k,5704,2024,2044,26484,3578.95,False
k,25208,2026,2061,67883,11192.386139158963,True
m,6798,2026,2062,110331,6257.17,False
k,6095,2029,2059,55367,5706.34,False
m,4625,2024,2061,4655,6068.21,False
k,7956,2026,2060,26517,5884.61,False
m,28633,2026,2053,75123,10359.138969557152,True
m,6715,2024,2060,24932,5884.61,False
m,8600,2028,2060,6825,5884.61,False
k,5972,2024,2061,4936,6068.21,False
k,7030,2028,2060,11447,5884.61,False
m,6555,2026,2053,30617,4740.46,False
k,15132,2031,2054,39967,4889.78,False
m,9767,2025,2063,79102,6451.77,False
k,5154,2024,2061,1533,6068.21,False
m,14014,2024,2061,43126,8009.311653136431,True
m,10512,2026,2062,89495,6257.17,False
k,10276,2025,2058,17002,5533.26,False
m,7740,2024,2063,15795,6451.77,False
k,7275,2027,2062,133305,6257.17,False
k,10353,2025,2059,51019,5706.34,False
m,8732,2028,2061,13887,6068.21,False
m,30718,2028,2062,34954,14308.643161353939,True
k,11876,2030,2060,5435,5884.61,False
m,8467,2029,2062,42395,6257.17,False
k,10353,2027,2059,37781,5706.34,False
m,19092,2026,2061,32501,9683.994250016576,True
k,21676,2025,2061,41629,10251.789923831706,True
m,21474,2025,2059,80524,10605.144290226921,True
m,12566,2030,2062,1781,6257.17,False
k,19680,2025,2056,1639,7507.96362868915,True
m,6181,2024,2055,29207,5043.61,False
m,5408,2024,2052,69450,4595.52,False
m,6335,2025,2062,38557,6257.17,False
k,14034,2025,2052,7458,4595.52,False
k,9512,2026,2063,52427,6451.77,False
m,5069,2037,2058,5205,5533.26,False
k,5947,2037,2062,2918,6257.17,False
m,9248,2028,2060,9596,5884.61,False
m,8227,2027,2062,67956,6257.17,False
k,16139,2025,2057,17604,6431.974758554564,False
k,7640,2030,2048,21246,4056.92,False
k,4877,2026,2063,30240,6451.77,False
m,7769,2028,2056,29536,5202.08,False
m,15233,2024,2054,30054,6779.40852331818,False
k,8218,2033,2063,19169,6451.77,False
m,6530,2025,2062,54209,6257.17,False
m,23217,2024,2058,38991,11592.042498110377,True
k,10173,2027,2062,68238,6257.17,False
k,6630,2026,2057,101155,5365.22,False
m,7062,2028,2056,30349,5202.08,False
m,8533,2025,2063,19842,6451.77,False
k,7809,2027,2061,34332,6068.21,False
k,26262,2036,2062,12534,7040.749608676171,True
k,9554,2024,2058,11959,5533.26,False
k,21434,2030,2057,2073,5365.22,False
m,6769,2040,2056,64951,5202.08,False
m,5439,2027,2057,103840,5365.22,False
m,4996,2030,2061,113001,6068.21,False
m,23984,2028,2060,15071,10877.727379368362,True
k,16909,2030,2060,32530,5884.61,False
k,28827,2025,2059,41626,12043.850598764804,True
m,7134,2029,2059,5631,5706.34,False
m,5238,2029,2054,31147,4889.78,False
k,11744,2027,2043,68276,3468.11,False
k,6641,2030,2047,24623,3932.04,False
k,5625,2026,2052,88237,4595.52,False
m,37109,2029,2057,41077,12544.508153141815,True
m,13732,2025,2063,49483,8025.23971853134,True
m,5750,2028,2059,46509,5706.34,False
k,6090,2025,2063,65369,6451.77,False
m,18088,2026,2062,25559,10012.269060854023,True
k,14803,2036,2062,24939,6257.17,False
k,12695,2036,2063,1234,6451.77,False
m,14561,2024,2053,11539,5932.703684205914,False
m,7686,2024,2059,55316,5706.34,False
m,9400,2024,2063,39200,6451.77,False
k,10625,2027,2061,16944,6068.21,False
k,5418,2033,2062,16090,6257.17,False
k,6376,2025,2061,41532,6068.21,False
m,18557,2029,2063,31602,9112.954014914074,True
m,14545,2025,2062,25655,8523.668607824402,True
k,7968,2033,2058,34985,5533.26,False
k,10979,2028,2063,11695,6451.77,False
k,36206,2034,2062,19340,6257.17,False
m,19921,2024,2060,32776,11422.815089751497,True
m,7404,2025,2061,60034,6068.21,False
k,6709,2024,2055,1116,5043.61,False
k,17107,2027,2055,46125,5505.378437578927,False
m,28366,2026,2063,26284,16028.079520962141,True
k,8162,2031,2057,4671,5365.22,False
m,4676,2024,2050,26961,4318.21,False
m,5966,2028,2057,58239,5365.22,False
m,9055,2024,2048,412,4056.92,False
m,8226,2035,2052,18948,4595.52,False
m,5280,2024,2051,7705,4454.84,False
k,17485,2024,2049,51624,5205.384921078034,False
k,6951,2032,2057,12555,5365.22,False
k,20401,2030,2060,61911,5884.61,False
m,6987,2026,2055,44468,5043.61,False
m,6508,2030,2053,13681,4740.46,False
m,18462,2024,2051,40450,6885.257976969376,True
m,13758,2031,2056,32946,5202.08,False
k,5913,2031,2060,52113,5884.61,False
k,6585,2030,2059,78432,5706.34,False
k,13063,2030,2060,5645,5884.61,False
m,5867,2028,2057,35336,5365.22,False
k,16002,2024,2063,39797,6451.77,False
m,4797,2026,2059,24992,5706.34,False
k,6249,2025,2044,15228,3578.95,False
k,15547,2026,2061,22854,6068.21,False
k,19639,2026,2060,5562,8396.907725006566,True
k,22233,2027,2052,17178,4595.52,False
k,5567,2024,2050,39680,4318.21,False
k,4662,2025,2055,42290,5043.61,False
k,13719,2025,2056,12203,5202.08,False
k,29074,2024,2058,100172,12164.006442219694,True
k,14437,2024,2056,70396,5202.08,False
k,9025,2025,2062,25959,6257.17,False
k,16341,2032,2062,54908,6257.17,False
m,9926,2024,2061,55002,6068.21,False
k,16812,2031,2063,22240,6451.77,False
k,24076,2025,2060,10693,6195.177747837469,False
m,16063,2027,2056,21836,6164.386095163876,False
m,10576,2024,2063,15415,6862.849500143795,True
k,5704,2028,2061,49976,6068.21,False
m,25740,2029,2062,19368,12085.824444983476,True
m,23516,2025,2062,115332,13123.379067138549,True
m,6754,2028,2061,67266,6068.21,False
k,15732,2024,2043,166371,3468.11,False
k,4654,2025,2058,47441,5533.26,False
k,7456,2025,2057,97127,5365.22,False
m,7257,2025,2049,1863,4185.61,False
k,8064,2024,2057,32987,5365.22,False
k,4834,2033,2052,10768,4595.52,False
k,10956,2032,2062,27447,6257.17,False
m,26782,2024,2058,22569,13614.819654059776,True
k,17264,2033,2052,14193,4595.52,False
m,6762,2024,2059,48919,5706.34,False
m,8034,2026,2062,28341,6257.17,False
m,9372,2025,2054,26691,4889.78,False
m,26554,2028,2051,82345,7841.08694534226,True
m,5965,2033,2061,5765,6068.21,False
m,19056,2030,2051,22051,4914.466376007216,False
m,9727,2024,2060,15608,5884.61,False
k,14354,2026,2059,2227,5706.34,False
m,15280,2032,2053,36521,4740.46,False
m,29461,2025,2053,6310,10653.482070947213,True
m,14420,2024,2060,24865,7907.867325781935,True
k,9482,2024,2056,6786,5202.08,False
m,16329,2040,2053,18344,4740.46,False
k,12189,2028,2060,2986,5884.61,False
m,8806,2029,2063,26078,6451.77,False
k,20133,2028,2053,12422,5526.590149842951,False
m,14476,2029,2061,73238,6213.22294780345,False
k,11964,2026,2061,33289,6068.21,False
k,7103,2028,2062,45538,6257.17,False
k,8830,2028,2049,25387,4185.61,False
k,12818,2035,2061,82475,6068.21,False
k,12589,2025,2063,9737,6451.77,False
k,20440,2027,2060,305,5884.61,False
k,8256,2027,2047,78755,3932.04,False
k,6486,2029,2059,11150,5706.34,False
m,9448,2024,2056,30094,5202.08,False
m,8118,2026,2059,24546,5706.34,False
m,12846,2026,2053,25441,4778.790675944037,False
m,9297,2024,2056,37488,5202.08,False
m,4879,2024,2061,23634,6068.21,False
k,5402,2030,2062,45366,6257.17,False
m,15223,2028,2053,43626,4759.482406854166,False
k,10480,2025,2063,45624,6451.77,False
k,13381,2024,2057,116716,5691.448454160291,False
m,6440,2024,2063,30723,6451.77,False
m,11557,2033,2062,10500,6257.17,False
k,18704,2032,2054,7652,4889.78,False
m,5642,2024,2062,76108,6257.17,False
k,26160,2024,2049,8977,4288.025943656625,False
k,11600,2029,2056,4002,5202.08,False
m,10910,2028,2053,51889,4740.46,False
k,28441,2029,2058,16009,9328.239008539875,True
k,5431,2024,2062,1373,6257.17,False
m,23002,2030,2059,14908,8508.407094309323,True
k,10795,2024,2059,76640,5706.34,False
m,7625,2033,2062,28065,6257.17,False
m,5056,2025,2057,22532,5365.22,False
m,20103,2025,2043,58127,4770.157200334685,False
m,8580,2024,2059,35380,5706.34,False
m,10548,2028,2062,40810,6257.17,False
k,12468,2031,2060,1517,5884.61,False
m,29452,2025,2060,26690,14520.221922440836,True
k,8455,2024,2054,40468,4889.78,False
k,15659,2028,2049,10382,4185.61,False
m,19496,2029,2054,17583,6010.011519025858,False
k,5880,2032,2061,38462,6068.21,False
m,10657,2025,2052,62811,4595.52,False
k,17264,2031,2063,67578,6451.77,False
m,12741,2026,2051,21887,4454.84,False
m,4528,2024,2062,126327,6257.17,False
k,26852,2025,2059,8517,6511.311178960788,False
m,18329,2027,2062,15357,9178.104162458403,True
m,11418,2025,2056,14615,5202.08,False
k,4878,2026,2045,34155,3693.12,False
k,7196,2032,2058,3519,5533.26,False
m,26120,2025,2044,8343,6407.406147701774,False
k,20302,2032,2042,35616,3360.7,False
k,13003,2030,2052,24417,4595.52,False
m,11218,2024,2063,3450,7279.448344611681,True
m,5505,2027,2060,7499,5884.61,False
m,8582,2025,2059,33784,5706.34,False
m,11760,2024,2056,66563,5455.426864358281,False
m,21199,2024,2062,3832,12599.727099586247,True
k,14788,2025,2061,40177,6068.21,False
k,5716,2028,2061,11837,6068.21,False
k,15476,2025,2061,5039,6068.21,False
k,5673,2024,2060,56686,5884.61,False
m,5938,2026,2055,110980,5043.61,False
k,8543,2030,2062,8700,6257.17,False
k,8760,2026,2063,26220,6451.77,False
m,12872,2024,2057,11663,6511.904743916009,False
k,6960,2028,2063,17829,6451.77,False
m,4677,2034,2061,20189,6068.21,False
m,13090,2028,2055,24224,5043.61,False
k,22621,2026,2052,26830,4595.52,False
m,4824,2032,2052,35390,4595.52,False
k,28433,2026,2060,52711,11876.468859669774,True
m,17117,2029,2063,58716,8039.169111163024,True
k,14141,2028,2059,8168,5706.34,False
k,11452,2024,2063,25136,6451.77,False
m,26096,2026,2049,2956,7901.759589058685,True
m,16977,2027,2058,36488,7129.687138335012,True
k,14259,2032,2063,9768,6451.77,False
k,4708,2024,2063,60207,6451.77,False
k,12502,2028,2057,87725,5365.22,False
k,6518,2028,2062,52012,6257.17,False
k,16873,2027,2063,22942,6451.77,False
k,10985,2027,2046,4688,3810.78,False
m,8577,2024,2049,24918,4185.61,False
m,30929,2024,2063,1536,17845.610643834232,True
k,6112,2024,2060,131173,5884.61,False
m,8871,2025,2055,34239,5043.61,False
m,27020,2030,2060,27605,10953.972643159905,True
m,13566,2027,2058,26989,5957.022411367957,False
m,4564,2028,2063,7550,6451.77,False
m,4652,2028,2063,15462,6451.77,False
k,14647,2029,2061,66728,6068.21,False
m,12477,2025,2061,24739,6705.2070481808705,False
m,18343,2030,2059,29554,6785.049618768627,False
k,8409,2027,2055,63913,5043.61,False
k,5810,2025,2057,32806,5365.22,False
k,25072,2034,2058,82010,6121.963790210929,False
m,5776,2024,2055,26900,5043.61,False
k,19743,2025,2062,7467,6257.17,False
m,5917,2025,2055,86372,5043.61,False
k,17365,2024,2057,119459,5365.22,False
k,5091,2024,2060,11961,5884.61,False
m,20638,2025,2063,72048,12611.296153261961,True
k,23585,2027,2062,130471,10398.827414251786,True
k,4828,2031,2060,15410,5884.61,False
k,10168,2027,2061,8366,6068.21,False
k,5460,2026,2057,11993,5365.22,False
m,9337,2026,2061,33747,6068.21,False
k,9955,2026,2057,109232,5365.22,False
m,5932,2025,2062,13269,6257.17,False
k,17646,2024,2056,32812,5202.08,False
k,5840,2037,2062,23618,6257.17,False
k,13020,2025,2061,38657,6068.21,False
k,19993,2027,2060,15000,8072.6977319287125,True
k,10137,2029,2053,12301,4740.46,False
m,5987,2032,2059,60168,5706.34,False
m,24181,2027,2053,82187,8062.623528600053,True
m,15379,2029,2062,17855,6906.021701331767,True
k,9554,2024,2045,26643,3693.12,False
k,22235,2024,2046,8333,5646.830041380965,False
m,14867,2027,2058,888,6243.568279768311,False
m,18643,2025,2054,20204,7410.587225838026,True
m,10077,2024,2062,1423,6275.4617496843575,False
k,5634,2024,2063,49815,6451.77,False
m,23000,2029,2053,75913,6741.235972214553,False
k,8930,2029,2059,13715,5706.34,False
m,8745,2024,2062,16176,6257.17,False
m,8395,2029,2052,31827,4595.52,False
k,24001,2030,2059,72985,7810.174500699185,True
m,25814,2029,2056,6351,9179.560497626606,True
k,4872,2033,2057,29638,5365.22,False
k,9681,2031,2061,3638,6068.21,False
m,4524,2024,2059,85536,5706.34,False
k,7084,2027,2056,9248,5202.08,False
m,5466,2026,2056,67742,5202.08,False
m,12652,2024,2063,17131,8209.982212161438,True
m,25976,2029,2061,80163,11657.58352868993,True
m,27421,2025,2060,51126,13747.80747728359,True
k,11499,2030,2057,34582,5365.22,False
k,33597,2030,2058,41933,5854.055546814525,False
m,16114,2027,2061,50730,7725.165464474521,True
m,8428,2028,2061,112100,6068.21,False
k,15913,2029,2048,15178,4056.92,False
m,15208,2025,2061,5350,8545.589338235488,True
k,4541,2024,2046,12191,3810.78,False
m,8045,2024,2063,27898,6451.77,False
m,20059,2025,2057,14347,9093.621269665846,True
k,6342,2029,2059,30607,5706.34,False
k,18484,2029,2050,68177,4318.21,False
m,12210,2039,2052,41322,4595.52,False
m,6895,2025,2057,18977,5365.22,False
k,8474,2024,2061,3821,6068.21,False
k,9737,2029,2061,20634,6068.21,False
m,22306,2027,2058,4166,9367.662208146361,True
m,7451,2027,2062,9594,6257.17,False
m,19932,2024,2040,11268,4081.5883143857927,False
k,10429,2029,2049,96642,4185.61,False
m,5019,2035,2061,22844,6068.21,False
k,5198,2032,2058,52379,5533.26,False
m,8190,2025,2058,56812,5533.26,False
k,8143,2025,2059,17442,5706.34,False
k,16239,2026,2050,2099,4389.133607958552,False
k,11297,2028,2054,69617,4889.78,False
k,8884,2036,2061,28031,6068.21,False
m,20887,2030,2063,39942,9299.322244064728,True
m,12264,2030,2061,909,6068.21,False
k,17686,2026,2062,1014,6257.17,False
k,17512,2025,2056,3040,5202.08,False
m,25862,2031,2055,39157,7392.2570569385525,True
k,24408,2025,2063,6684,12466.683975476873,True
k,15197,2024,2061,93690,6068.21,False
k,49131,2025,2060,33564,9924.498298447259,True
k,6896,2024,2052,23872,4595.52,False
m,5060,2026,2061,21460,6068.21,False
k,20833,2024,2052,88936,4595.52,False
k,13738,2025,2051,91529,4454.84,False
m,7974,2024,2049,7582,4185.61,False
k,21567,2034,2062,21752,6480.715694033774,False
m,6999,2028,2059,15940,5706.34,False
k,33499,2025,2062,9732,15263.71689942048,True
k,16858,2026,2051,2947,4454.84,False
k,5513,2028,2054,144273,4889.78,False
k,9450,2027,2043,8348,3468.11,False
k,11468,2036,2061,21161,6068.21,False
m,13497,2029,2063,42672,6628.0939989920425,False
m,30170,2029,2063,15667,14708.34684618152,True
m,19710,2025,2057,47225,9342.908720804297,True
m,6528,2025,2062,45380,6257.17,False
m,8998,2024,2059,27734,5706.34,False
k,16612,2029,2061,92578,6274.9291081020465,False
m,12747,2029,2062,42686,6257.17,False
m,11790,2025,2055,7912,5121.807180449948,False
k,27404,2026,2056,59200,5515.57938757991,False
k,11313,2033,2051,3016,4454.84,False
k,5289,2031,2062,66769,6257.17,False
m,14676,2024,2048,24926,4963.018526366291,False
m,6382,2025,2062,13193,6257.17,False
m,13544,2029,2063,20574,6451.77,False
k,7478,2030,2062,62416,6257.17,False
m,9823,2031,2063,39288,6451.77,False
k,11311,2024,2052,53584,4595.52,False
k,38162,2026,2054,69695,11048.412220285649,True
k,22712,2026,2063,20145,6451.77,False
k,9449,2025,2058,18801,5533.26,False
m,11963,2024,2063,1239,7424.295316480964,True
m,14292,2024,2052,25329,5573.75905168818,False
k,25345,2032,2057,10999,6637.466167395206,False
k,6877,2029,2059,11398,5706.34,False
m,12015,2028,2062,60927,6257.17,False
k,11736,2024,2061,7619,6068.21,False
m,11743,2024,2035,59917,2688.3,False
m,26296,2025,2061,3870,13863.938225567701,True
k,17191,2041,2063,45023,6451.77,False
k,6245,2025,2055,31896,5043.61,False
m,12501,2027,2060,4176,5884.61,False
k,10850,2026,2061,63215,6068.21,False
m,13968,2028,2063,27992,6920.776235389562,True
k,5934,2027,2056,17796,5202.08,False
m,4538,2026,2062,16845,6257.17,False
k,4993,2034,2063,84803,6451.77,False
k,18544,2026,2057,21042,6950.828419917584,True
m,5220,2040,2057,23201,5365.22,False
k,6153,2024,2045,138805,3693.12,False
k,7065,2025,2059,10592,5706.34,False
k,22994,2024,2061,480,11460.690247665501,True
k,34838,2025,2059,44241,7850.430231739145,True
k,5622,2025,2062,93125,6257.17,False
m,17042,2027,2055,3134,6528.336385332856,False
m,5855,2025,2061,57911,6068.21,False
m,4798,2024,2062,46065,6257.17,False
k,19491,2026,2059,57258,7979.358798529401,True
k,12604,2027,2063,4614,6451.77,False
k,8570,2026,2062,95474,6257.17,False
m,11885,2024,2051,53634,4454.84,False
m,6142,2024,2062,45234,6257.17,False
m,40626,2029,2057,11498,13323.676425960004,True
m,8821,2026,2042,4695,3360.7,False
m,10153,2026,2062,53096,6257.17,False
k,29116,2028,2051,87715,4454.84,False
k,13535,2029,2062,1763,6257.17,False
m,8684,2026,2049,44969,4185.61,False
m,4676,2027,2060,64065,5884.61,False
k,11254,2025,2059,10106,5706.34,False
m,7868,2030,2063,15604,6451.77,False
m,14142,2024,2059,52875,7779.1887265825835,True
k,9422,2029,2059,1884,5706.34,False
k,17510,2027,2063,41169,6451.77,False
k,7567,2028,2063,18121,6451.77,False
k,4760,2024,2060,15214,5884.61,False
m,6338,2024,2058,46130,5533.26,False
k,27512,2027,2058,6748,10064.541212275255,True
k,12107,2029,2056,25882,5202.08,False
m,14444,2026,2063,29387,8342.91078980114,True
k,15204,2027,2061,38601,6414.76616764305,False
m,10269,2024,2058,11140,5533.26,False
m,10952,2034,2062,16428,6257.17,False
m,8312,2033,2058,6223,5533.26,False
m,11099,2024,2063,4793,7202.228309577916,True
k,13672,2027,2062,9101,6257.17,False
m,23000,2024,2054,119171,9691.052428850893,True
m,7360,2027,2059,40319,5706.34,False
m,6789,2039,2060,47069,5884.61,False
m,24207,2024,2056,17531,11538.939331693871,True
k,8903,2030,2062,3662,6257.17,False
m,5238,2024,2061,8175,6068.21,False
m,7435,2024,2062,42824,6257.17,False
k,4600,2025,2058,11285,5533.26,False
m,13637,2029,2052,91009,4595.52,False
m,8456,2024,2061,51241,6068.21,False
k,5605,2028,2062,4850,6257.17,False
m,8112,2025,2063,49862,6451.77,False
k,5984,2027,2061,74062,6068.21,False
k,5787,2024,2060,71879,5884.61,False
m,30661,2029,2057,7555,10821.03686525123,True
k,10318,2024,2060,5631,5884.61,False
m,8431,2024,2058,56063,5533.26,False
m,6491,2029,2055,22319,5043.61,False
m,5630,2031,2063,2715,6451.77,False
m,14156,2024,2056,5967,6866.412140124835,True
m,22446,2024,2058,7478,11761.546576663533,True
m,9089,2028,2057,53711,5365.22,False
m,7927,2028,2051,4718,4454.84,False
m,16779,2027,2062,6407,8785.129792481674,True
m,7529,2024,2053,6388,4740.46,False
k,12779,2026,2062,694,6257.17,False
k,30802,2025,2054,14350,10102.63902366613,True
k,5753,2024,2053,4956,4740.46,False
m,16955,2025,2050,27562,5608.175324178648,False
k,19130,2026,2060,563,8179.278210671402,True
m,4630,2026,2051,2608,4454.84,False
k,5068,2024,2060,73739,5884.61,False
m,5796,2025,2061,41288,6068.21,False
m,10806,2028,2061,15896,6068.21,False
k,26593,2027,2063,47260,12187.807551694077,True
k,21015,2025,2063,5173,6451.77,False
m,6131,2026,2058,70994,5533.26,False
k,4932,2026,2060,2925,5884.61,False
k,9510,2027,2063,2907,6451.77,False
m,4901,2026,2062,24689,6257.17,False
k,14057,2032,2062,1029,6257.17,False
m,5067,2024,2059,36951,5706.34,False
k,5784,2026,2052,12796,4595.52,False
k,4802,2024,2059,71794,5706.34,False
k,12025,2026,2063,39089,6451.77,False
k,10041,2029,2053,13785,4740.46,False
k,17145,2024,2062,22670,8991.213274488613,True
k,10501,2032,2063,560,6451.77,False
m,17920,2029,2054,3137,5776.11313047493,False
k,5204,2025,2049,37600,4185.61,False
k,21416,2027,2055,6601,6892.101748944312,True
k,17832,2033,2057,7955,5365.22,False
m,12963,2024,2046,86931,3810.78,False
m,17335,2030,2058,4113,6392.662381554541,False
k,10839,2026,2062,9382,6257.17,False
k,20584,2024,2054,65623,7688.323115242215,True
k,7623,2025,2063,5622,6451.77,False
m,16821,2031,2061,29781,6759.0164196457345,False
m,5803,2024,2063,36870,6451.77,False
k,5011,2024,2059,25501,5706.34,False
k,12568,2025,2063,12255,6451.77,False
k,13470,2033,2060,57724,5884.61,False
m,15377,2025,2063,5074,8986.608735206559,True
m,14584,2028,2061,33787,6916.179114941621,True
k,8612,2025,2051,41027,4454.84,False
k,5122,2025,2041,100102,3256.3,False
k,6174,2035,2062,12520,6257.17,False
k,6154,2025,2057,5652,5365.22,False
k,12612,2027,2056,52875,5202.08,False
k,6676,2027,2054,32425,4889.78,False
k,13212,2026,2061,57767,6068.21,False
m,9916,2027,2054,64768,4889.78,False
m,12935,2027,2063,63053,7072.211568136012,True
m,6615,2025,2061,236,6068.21,False
m,27337,2024,2052,29115,10178.96245134826,True
k,7551,2024,2059,15526,5706.34,False
m,14318,2029,2057,56986,5365.22,False
k,16093,2026,2037,24255,2866.93,False
k,8871,2031,2054,20741,4889.78,False
