plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna
k,6193,2025,2053,5397,4740.46
k,4892,2026,2052,25249,4595.52
k,18756,2034,2061,5244,6068.21
k,15982,2026,2051,19965,4540.071042935103
m,13383,2030,2052,11893,4595.52
m,17578,2035,2063,76436,6451.77
k,35751,2025,2054,7841,11106.9941442162
k,6739,2027,2063,6217,6451.77
k,5736,2026,2054,51446,4889.78
m,5732,2024,2051,5322,4454.84
m,11401,2033,2047,11848,3932.04
k,20290,2024,2054,27848,7581.669219444595
k,12659,2024,2060,6380,6108.401534433099
m,21090,2027,2055,25798,8079.017390369085
k,25487,2028,2051,16493,6323.51423342746
k,8726,2036,2055,20225,5043.61
m,15737,2025,2062,40196,9222.205079500354
k,5773,2024,2059,49311,5706.34
k,20938,2033,2063,13874,6987.416670105261
k,12241,2027,2050,54490,4318.21
k,27805,2025,2056,5559,10269.686417070718
m,11400,2031,2057,34707,5365.22
m,15775,2029,2060,17091,6764.532270564765
k,6813,2025,2054,36016,4889.78
k,19284,2027,2060,6363,7786.420400265753
k,26485,2034,2061,34940,7564.320162378873
m,9335,2031,2059,38314,5706.34
k,10408,2029,2052,21859,4595.52
k,5347,2024,2058,2288,5533.26
k,5909,2025,2062,10537,6257.17
k,12998,2025,2059,64823,5706.34
k,7719,2024,2061,41873,6068.21
m,14758,2035,2056,66367,5202.08
m,17560,2036,2060,60699,5884.61
m,10581,2024,2056,23606,5202.08
m,8686,2030,2060,53292,5884.61
m,13759,2030,2056,83876,5202.08
m,5643,2024,2051,19545,4454.84
m,12858,2024,2057,12346,6504.822187482292
m,8364,2025,2061,18355,6068.21
k,7527,2029,2062,14678,6257.17
m,5914,2029,2063,8199,6451.77
k,20032,2024,2058,3197,8887.413603094388
m,9361,2024,2063,15896,6451.77
k,6634,2028,2058,9239,5533.26
m,7116,2024,2062,37536,6257.17
m,21320,2030,2060,4323,8643.17900637192
m,8164,2024,2063,92578,6451.77
k,19413,2026,2062,1066,9049.008555988694
m,9315,2024,2050,4092,4318.21
m,18259,2028,2063,19226,9459.440877205234
m,7552,2039,2063,19870,6451.77
m,9621,2027,2045,79685,3693.12
m,12289,2024,2053,3472,5235.352122642186
k,4773,2024,2055,18761,5043.61
m,27645,2025,2058,17690,13274.680242810235
m,21723,2026,2057,26261,9684.578494189358
m,6441,2030,2056,40105,5202.08
k,12714,2027,2053,85416,4740.46
m,5078,2026,2059,15441,5706.34
k,9398,2024,2053,41052,4740.46
k,12811,2027,2057,73616,5365.22
m,11012,2028,2048,44395,4056.92
m,20928,2026,2059,32658,10183.117565659755
k,14751,2027,2061,12792,6223.639551361649
k,29562,2032,2061,44170,9456.006293678805
k,13295,2025,2060,106333,6027.481536891217
k,26616,2025,2061,854,12322.14834050752
m,9764,2026,2054,40111,4889.78
k,10731,2026,2056,10370,5202.08
m,13037,2036,2060,42528,5884.61
m,15574,2030,2056,11029,5211.757589331335
m,11999,2025,2056,21034,5447.79008809205
m,37725,2030,2056,11603,12060.980804135583
k,27739,2026,2060,6712,11639.706889974386
k,17065,2036,2060,13411,5884.61
m,7998,2024,2058,29224,5533.26
m,22096,2027,2061,5274,11076.077589805709
k,16029,2036,2062,42310,6257.17
m,37194,2026,2051,30248,11180.070601053998
k,7773,2028,2045,43236,3693.12
m,9107,2027,2061,78590,6068.21
k,4963,2029,2056,55468,5202.08
k,11333,2024,2054,59978,4889.78
m,7078,2025,2052,49227,4595.52
m,11646,2024,2058,44267,6144.236159824593
k,30122,2025,2063,2846,14782.541830824606
m,12180,2025,2056,5891,5529.967770060933
m,7965,2024,2056,1563,5202.08
k,5691,2027,2056,26620,5202.08
k,4996,2025,2050,20818,4318.21
k,5173,2027,2063,1146,6451.77
k,7982,2037,2057,31798,5365.22
k,17037,2025,2062,33205,8407.605699712582
m,24443,2027,2056,9994,9808.115641789525
k,11391,2025,2061,11715,6068.21
k,16917,2027,2060,39469,6830.682115292256
m,7376,2035,2060,42136,5884.61
k,6859,2026,2061,3247,6068.21
m,37555,2027,2058,83434,15096.105654147923
m,6042,2029,2063,4760,6451.77
k,20710,2024,2062,3432,10852.868271046425
m,11912,2027,2058,7121,5533.26
k,18349,2025,2050,32414,5320.847290292465
k,17311,2028,2061,25302,6909.750623447771
k,9637,2029,2056,33815,5202.08
k,7202,2028,2061,11718,6068.21
m,17894,2025,2060,35426,9640.26147381031
k,6472,2026,2063,49959,6451.77
k,12800,2025,2063,117124,6589.950352078758
k,35606,2024,2052,19898,10552.69221875884
m,17398,2036,2063,12282,6451.77
k,15357,2028,2063,45773,6703.087977747473
m,8747,2026,2042,6665,3360.7
k,6670,2027,2063,9497,6451.77
k,13104,2024,2054,114914,4896.510273612711
k,36563,2027,2062,16736,14972.41488161067
k,5405,2024,2051,16196,4454.84
k,22093,2025,2062,12529,10897.883505393243
m,33120,2024,2050,101943,10968.401302676115
m,10469,2027,2058,10372,5533.26
k,8409,2032,2062,14695,6257.17
m,5662,2024,2058,81531,5533.26
m,12627,2027,2048,24077,4056.92
m,12395,2033,2054,38860,4889.78
k,5957,2026,2059,60227,5706.34
k,7762,2033,2061,99931,6068.21
k,18556,2025,2060,28808,8412.632372963775
k,12911,2027,2054,48820,4889.78
m,18728,2033,2061,24141,6727.678061152084
k,8923,2026,2061,31267,6068.21
k,13607,2026,2053,18680,4740.46
k,5719,2026,2062,37557,6257.17
k,40607,2025,2051,33058,10267.868089017087
k,9244,2024,2061,10454,6068.21
k,10690,2025,2062,1758,6257.17
m,21392,2028,2055,55458,7704.947423832272
k,9417,2028,2062,1146,6257.17
k,6770,2025,2050,77246,4318.21
m,22386,2026,2060,26446,11373.92455978184
k,20228,2024,2063,3955,11059.004495926925
k,8195,2028,2063,72099,6451.77
m,14596,2027,2062,2364,7642.157128020893
k,24578,2024,2054,12974,8997.827536676175
m,7344,2026,2059,14382,5706.34
m,8007,2024,2060,68811,5884.61
m,8531,2024,2050,8069,4318.21
m,7943,2027,2054,57727,4889.78
k,12237,2026,2050,8852,4318.21
m,23887,2027,2059,20513,10966.57493656611
k,22404,2028,2063,5997,9778.992189454608
m,9541,2031,2063,10846,6451.77
k,6508,2026,2061,198,6068.21
m,10118,2035,2063,38012,6451.77
k,8148,2035,2062,22149,6257.17
k,7788,2025,2057,32565,5365.22
k,9289,2026,2056,74425,5202.08
k,31340,2025,2059,40117,12796.694213606363
m,10405,2032,2059,101649,5706.34
m,22406,2027,2056,9702,8990.73923290661
m,30646,2026,2057,56033,13100.210102258126
m,5769,2035,2061,6408,6068.21
k,19095,2028,2061,88807,7621.840919342344
k,10892,2024,2059,45530,5706.34
m,11346,2029,2061,19697,6068.21
k,5296,2024,2044,33152,3578.95
m,10744,2024,2049,23040,4185.61
m,7736,2026,2054,15420,4889.78
k,11164,2024,2061,14925,6068.21
k,9279,2025,2058,2152,5533.26
k,11553,2024,2058,25520,5533.26
m,21301,2024,2049,7856,7540.6391514187
m,10066,2041,2060,12524,5884.61
m,14667,2027,2050,276,4410.436392261422
k,29389,2027,2050,81245,7234.301321285981
k,30208,2027,2059,45636,11380.352559216597
m,8064,2026,2056,26198,5202.08
m,5588,2027,2059,11328,5706.34
m,6971,2024,2038,2456,2960.16
m,18448,2027,2060,37056,8851.642162020751
k,25145,2027,2061,28936,10597.21514732637
m,14983,2028,2059,51795,6496.053125658559
m,5899,2024,2052,5559,4595.52
k,22076,2027,2059,13622,8527.282043810197
m,8892,2024,2053,20152,4740.46
k,4522,2031,2060,14532,5884.61
m,19259,2025,2060,33279,10375.645228798076
m,10202,2024,2062,28471,6353.305623725294
k,8833,2035,2062,37088,6257.17
k,6982,2024,2063,61431,6451.77
m,9051,2028,2054,51002,4889.78
m,8268,2026,2061,18464,6068.21
m,6253,2024,2058,3660,5533.26
k,13627,2035,2058,12178,5533.26
m,5404,2025,2060,33378,5884.61
m,18033,2028,2061,10304,8551.800464875358
m,4764,2024,2055,109334,5043.61
m,7117,2024,2058,54101,5533.26
k,6213,2025,2061,7461,6068.21
m,23269,2029,2062,4169,10925.604079655039
k,7709,2025,2056,34456,5202.08
m,6078,2027,2058,85038,5533.26
k,21905,2026,2062,22486,10210.607964710893
m,6377,2033,2056,40828,5202.08
m,11712,2026,2052,73624,4595.52
k,14937,2035,2062,25466,6257.17
k,12270,2024,2056,1828,5202.08
m,6027,2025,2060,15145,5884.61
m,29703,2024,2061,13168,16675.444512912163
k,8998,2024,2047,26368,3932.04
m,16329,2029,2050,5588,4318.21
k,8728,2028,2056,56334,5202.08
m,21076,2025,2050,10630,7289.200145040143
k,10546,2035,2056,9102,5202.08
m,20700,2026,2063,22218,11956.40081340927
m,15164,2025,2063,42680,9266.290089546674
m,20426,2029,2063,96010,10030.78076783074
k,19771,2030,2062,38824,7404.3856730645275
m,8303,2027,2058,3565,5533.26
m,5260,2028,2046,60650,3810.78
k,12300,2027,2059,43276,5706.34
k,13529,2025,2062,32170,6676.439367929301
k,10868,2024,2056,9252,5202.08
m,11734,2024,2060,108203,6728.342566294071
m,13306,2026,2046,6366,3810.78
m,8520,2027,2061,81692,6068.21
k,15823,2035,2058,9881,5533.26
k,12968,2027,2052,54290,4595.52
k,15167,2027,2058,3988,5600.6324743149835
k,12415,2024,2059,3394,5745.807079308131
k,19439,2024,2059,37008,8996.596360424553
m,8585,2039,2052,335,4595.52
k,5327,2027,2053,34678,4740.46
k,32488,2033,2063,66584,10841.875669996165
k,9728,2027,2056,20866,5202.08
k,10739,2027,2057,67014,5365.22
k,16057,2024,2056,7400,6544.484973935908
m,29368,2026,2063,20494,16479.401981083167
m,9813,2028,2063,89666,6451.77
k,15644,2025,2058,643,6509.569677870964
k,8024,2031,2062,29890,6257.17
m,14633,2034,2062,4541,6257.17
k,30012,2027,2055,3026,9414.49456827679
m,15143,2038,2049,67542,4185.61
k,13674,2027,2050,22935,4318.21
m,18339,2026,2058,47044,8542.926544004404
m,7404,2026,2063,20862,6451.77
k,8737,2025,2045,14456,3693.12
m,14458,2027,2048,25416,4056.92
k,12004,2032,2058,62735,5533.26
m,19922,2029,2060,56498,8542.821673165847
m,8602,2026,2052,22253,4595.52
k,14269,2027,2051,11182,4454.84
k,10926,2025,2062,10633,6257.17
m,17913,2028,2063,67461,9280.188643046033
m,10095,2025,2054,23682,4889.78
m,25634,2035,2062,65248,8643.659465593417
m,8441,2026,2059,8071,5706.34
m,8614,2025,2058,3391,5533.26
k,10794,2026,2060,34926,5884.61
k,7423,2026,2046,27461,3810.78
k,11105,2026,2060,22614,5884.61
k,43085,2027,2059,54352,14451.534616943478
k,6151,2025,2053,104372,4740.46
m,5377,2027,2046,497,3810.78
k,23711,2025,2060,2998,10693.217484167108
k,16042,2025,2059,59033,6969.648621253409
m,5868,2024,2061,4293,6068.21
k,6927,2024,2059,4208,5706.34
k,16979,2029,2055,35638,5043.61
k,19593,2030,2061,35684,7003.6360983485465
k,6364,2026,2059,76201,5706.34
k,27076,2025,2055,2009,9619.706629257978
k,14327,2025,2062,87174,7070.24516404192
m,5336,2024,2056,428,5202.08
m,14321,2025,2050,14163,4952.962387413166
k,11816,2033,2053,29314,4740.46
k,5196,2024,2062,56322,6257.17
k,16133,2028,2062,26627,6734.926416617643
k,7874,2025,2063,13445,6451.77
k,9700,2025,2062,6659,6257.17
k,19375,2024,2063,32410,10592.654345886105
k,11899,2025,2063,5899,6451.77
k,26358,2028,2061,44175,10512.090869928526
m,9533,2024,2060,91459,5884.61
m,9553,2025,2055,583,5043.61
k,10997,2024,2057,58466,5365.22
m,5553,2027,2058,11579,5533.26
k,6866,2025,2061,78515,6068.21
k,7291,2025,2052,888,4595.52
m,5414,2038,2063,29190,6451.77
m,47620,2026,2061,16443,20588.62979823384
m,13760,2025,2054,2132,5719.040274858512
m,11355,2028,2062,12171,6257.17
k,10602,2025,2059,25681,5706.34
k,7096,2026,2060,23774,5884.61
k,27857,2026,2063,22475,13304.33554112013
m,13064,2028,2054,99273,4889.78
m,11409,2025,2047,73686,3932.04
k,21463,2029,2044,47491,3578.95
k,10853,2026,2063,46354,6451.77
m,5696,2032,2062,163120,6257.17
k,20344,2024,2061,50818,10232.646357414482
m,7958,2026,2058,20523,5533.26
m,18738,2030,2062,36374,8333.30444873735
k,11668,2025,2051,21625,4454.84
m,34859,2025,2058,75304,15627.790560560587
m,14638,2025,2053,57053,5816.532456770334
m,12351,2034,2063,96688,6451.77
m,8226,2029,2057,33779,5365.22
m,8154,2031,2061,48823,6068.21
k,6553,2033,2058,39213,5533.26
m,7274,2024,2063,2316,6451.77
m,11786,2030,2063,71642,6451.77
k,6642,2028,2062,24174,6257.17
m,16071,2025,2063,37603,9820.532051510465
k,10459,2024,2062,3534,6257.17
k,5449,2024,2054,13161,4889.78
k,9372,2026,2062,41017,6257.17
m,12158,2024,2062,105,7571.406564717912
k,8071,2028,2061,14223,6068.21
k,7722,2026,2062,142281,6257.17
m,20299,2025,2063,51830,12404.142873101287
k,6696,2026,2045,12404,3693.12
m,28769,2024,2061,34475,16300.14451077501
k,8502,2024,2041,10496,3256.3
k,5272,2025,2056,30107,5202.08
m,11399,2026,2057,73319,5365.22
m,9120,2029,2049,71445,4185.61
k,7403,2035,2063,143499,6451.77
k,33996,2026,2063,70623,15479.09519782388
k,14135,2028,2062,31122,6257.17
m,13486,2027,2041,18770,3256.3
m,11061,2026,2063,1326,6451.77
k,15905,2030,2045,46290,3693.12
k,8104,2025,2061,33109,6068.21
m,11619,2030,2057,49757,5365.22
m,8316,2024,2055,2683,5043.61
m,7257,2039,2055,51744,5043.61
m,20824,2035,2062,13303,7021.750983518658
k,25716,2027,2050,5137,6465.282689102927
k,35407,2026,2058,29386,12736.138043413222
m,23212,2027,2056,112895,9314.15866617103
k,7654,2028,2051,55116,4454.84
k,4968,2034,2054,30435,4889.78
m,9172,2026,2056,35125,5202.08
k,23829,2030,2059,16061,7754.203915551887
k,5315,2029,2057,77455,5365.22
k,8425,2029,2057,36210,5365.22
k,8490,2027,2056,6834,5202.08
m,7741,2028,2063,8312,6451.77
k,18528,2029,2061,4758,6998.668824639698
k,4704,2027,2058,136823,5533.26
k,15068,2025,2060,14420,6831.2968633228165
m,22976,2030,2054,1081,6949.288196379644
m,4900,2026,2063,56400,6451.77
m,4838,2025,2055,51023,5043.61
m,14773,2031,2049,718,4185.61
m,32707,2024,2058,110560,15660.902552708687
k,8498,2025,2047,47165,3932.04
k,15743,2025,2053,2001,5252.805232101587
m,5310,2042,2062,586,6257.17
m,5987,2044,2062,37973,6257.17
k,20833,2026,2055,39155,7135.54737616112
m,6890,2027,2054,5783,4889.78
m,32027,2024,2056,21544,14165.411937232931
m,4592,2024,2058,2207,5533.26
m,9418,2027,2048,34364,4056.92
k,7018,2025,2063,10358,6451.77
m,7518,2025,2057,32942,5365.22
m,19144,2024,2062,72069,11921.944997117926
m,14995,2024,2052,50455,6114.621096569239
m,16551,2027,2048,21410,4470.634065519661
k,5657,2028,2061,31164,6068.21
k,7167,2029,2059,65567,5706.34
k,6607,2025,2051,1243,4454.84
k,7359,2033,2060,151350,5884.61
k,6419,2028,2054,94734,4889.78
k,4869,2026,2055,48944,5043.61
m,24387,2025,2053,27223,9601.917367321787
m,9622,2024,2047,23838,3932.04
m,8683,2033,2060,26737,5884.61
m,14777,2031,2059,1369,5706.34
m,21049,2026,2060,13335,10694.618871564717
m,20419,2030,2059,1071,7897.416235384856
k,6191,2026,2061,324,6068.21
k,20105,2024,2062,47939,10543.502063784987
k,21831,2025,2062,53247,10773.401422223711
m,26208,2031,2056,86579,8248.956485553615
m,25230,2028,2054,6425,8661.821235420857
k,9340,2025,2054,26097,4889.78
m,5708,2024,2056,27443,5202.08
k,22569,2025,2057,28181,8979.107432883671
m,6730,2025,2061,9412,6068.21
k,9410,2033,2055,61727,5043.61
k,5823,2024,2057,407,5365.22
k,22677,2025,2057,90886,9019.588961645048
k,15140,2024,2063,83534,8277.305124991777
m,12140,2032,2046,38421,3810.78
m,31954,2024,2063,65096,19084.058397718876
m,16266,2025,2057,18731,7710.388292876854
k,8659,2027,2057,85388,5365.22
m,11118,2026,2062,40917,6257.17
k,5151,2024,2062,6809,6257.17
m,5219,2025,2060,13010,5884.61
m,8374,2024,2056,20657,5202.08
k,16116,2031,2059,23854,5706.34
m,4928,2031,2061,8049,6068.21
m,15181,2025,2063,6,9276.678307135859
k,4951,2029,2061,21158,6068.21
m,11340,2028,2051,14358,4454.84
k,6585,2024,2063,5079,6451.77
m,20483,2027,2059,71157,9403.790950127002
k,5637,2028,2063,73109,6451.77
k,4999,2031,2063,26060,6451.77
m,7154,2026,2063,31855,6451.77
m,5844,2024,2062,15233,6257.17
k,5963,2025,2052,22174,4595.52
k,8385,2024,2054,5263,4889.78
m,24997,2026,2047,29430,6839.193460605662
k,11489,2025,2060,23026,5884.61
k,10349,2024,2062,49389,6257.17
m,6288,2026,2061,41499,6068.21
k,13584,2024,2057,44119,5777.79207841816
k,9215,2024,2063,38493,6451.77
k,4717,2025,2052,64528,4595.52
m,4504,2038,2059,77655,5706.34
k,16397,2028,2054,14850,4889.78
k,6614,2029,2059,36948,5706.34
k,8284,2025,2057,35134,5365.22
m,12260,2025,2062,42170,7184.611696935529
m,26723,2025,2058,71121,12921.540396925644
k,13799,2029,2055,48988,5043.61
k,11330,2024,2053,44541,4740.46
k,19258,2026,2054,9202,6299.584787094357
k,38656,2025,2059,35,14636.958060804496
m,23935,2034,2057,28274,6584.712440447202
m,6825,2029,2057,10,5365.22
k,31824,2025,2056,79002,11322.112840452526
m,7461,2026,2063,19776,6451.77
k,23121,2025,2062,41709,11377.066568060358
k,5659,2028,2061,8547,6068.21
k,9588,2024,2062,18683,6257.17
k,12805,2028,2063,10892,6451.77
k,4765,2028,2062,8172,6257.17
m,12283,2028,2055,22736,5043.61
m,25191,2024,2062,9875,15334.46692109793
m,7210,2028,2055,77001,5043.61
m,11162,2028,2062,9319,6257.17
k,5626,2028,2051,79310,4454.84
k,20608,2025,2050,38758,5975.91263602088
m,17902,2027,2050,9347,5383.216219694825
m,16404,2027,2055,17235,6283.935574756494
m,18251,2029,2045,19925,3693.12
m,8667,2027,2062,53879,6257.17
m,7557,2031,2061,19582,6068.21
k,10479,2024,2060,12583,5884.61
k,15151,2024,2051,15947,4956.683195258167
k,6631,2028,2055,12660,5043.61
m,18424,2033,2052,4446,4595.52
k,18485,2025,2056,76890,7052.06847948775
k,7314,2026,2056,22875,5202.08
k,10997,2029,2062,39611,6257.17
m,14467,2028,2050,63385,4318.21
k,5165,2025,2059,27523,5706.34
k,6646,2024,2056,18989,5202.08
m,5759,2024,2053,4438,4740.46
k,27283,2029,2058,15252,8968.5083043371
m,11362,2030,2058,56963,5533.26
m,20533,2032,2057,44021,6395.7312123640895
k,13791,2027,2063,72867,6451.77
m,13586,2027,2063,18407,7428.145834147343
m,11488,2033,2059,62875,5706.34
k,9667,2024,2062,26028,6257.17
k,9145,2031,2059,12942,5706.34
k,30009,2027,2062,19124,12934.07844795376
m,10942,2025,2054,45251,4889.78
k,19360,2025,2050,4304,5614.017305578621
m,14090,2030,2061,20296,6068.21
k,28924,2039,2058,62371,5533.26
k,16274,2024,2063,531,8897.282932900662
k,6768,2025,2062,7125,6257.17
k,8779,2024,2058,28172,5533.26
k,5366,2027,2053,112896,4740.46
k,21464,2024,2053,2756,7653.935132814563
k,6975,2024,2061,4049,6068.21
k,8485,2025,2060,9461,5884.61
k,5143,2027,2057,85311,5365.22
k,31243,2026,2059,6483,12218.984223247173
k,5023,2027,2062,11476,6257.17
k,26375,2026,2056,9755,9345.47664130919
k,26700,2024,2062,2964,13526.571039016955
k,13335,2032,2061,19563,6068.21
k,5001,2033,2057,15407,5365.22
k,7680,2031,2058,37613,5533.26
m,19806,2034,2060,4050,6386.558776333349
k,4532,2030,2061,12016,6068.21
m,6723,2025,2062,8701,6257.17
m,21509,2025,2060,2533,11587.816253503184
k,4764,2025,2059,84016,5706.34
m,4805,2025,2062,66599,6257.17
k,5714,2030,2062,70517,6257.17
m,6911,2027,2060,60983,5884.61
k,8212,2029,2055,63163,5043.61
m,28915,2027,2061,41150,14260.342351705107
k,7599,2024,2058,89063,5533.26
m,10777,2027,2056,1690,5202.08
k,7931,2024,2062,6090,6257.17
m,11547,2030,2061,57918,6068.21
k,10598,2024,2057,8720,5365.22
m,15941,2029,2060,43972,6835.715304283549
m,26620,2026,2060,49399,13361.761343422417
m,9754,2024,2061,4481,6068.21
m,4621,2029,2063,17550,6451.77
k,21251,2024,2060,24142,10231.096586665202
m,7853,2024,2061,11006,6068.21
k,5490,2030,2060,1857,5884.61
k,27792,2031,2054,2587,6617.586726916209
m,7122,2025,2059,22957,5706.34
k,7184,2030,2058,7457,5533.26
k,17775,2024,2062,25507,9321.599064102364
k,10272,2027,2063,4534,6451.77
m,53433,2030,2062,8695,20062.211481333637
k,5457,2024,2060,8851,5884.61
m,12182,2024,2061,34610,7279.802081288756
m,9495,2029,2062,13092,6257.17
k,42751,2030,2061,10058,14116.842300830449
k,29339,2027,2059,30351,11113.364814066652
m,8168,2026,2063,49100,6451.77
k,15160,2024,2057,25587,6448.1248460556035
m,7655,2024,2060,14485,5884.61
m,10744,2036,2059,24603,5706.34
m,10283,2029,2061,37051,6068.21
k,14210,2024,2057,21131,6044.0536980507995
k,17630,2024,2061,50674,8867.555804228132
k,27594,2025,2046,18806,6262.80890586019
m,20642,2024,2054,16854,9181.148381813195
k,7868,2029,2056,10532,5202.08
m,5032,2024,2057,12782,5365.22
m,7395,2028,2059,12014,5706.34
k,5181,2029,2053,33631,4740.46
k,24547,2027,2054,14960,7535.256942497729
k,13231,2024,2045,73523,3693.12
m,17358,2028,2057,48337,6867.904708590285
m,22679,2033,2062,37799,8557.419163037597
m,30290,2028,2056,15821,11251.41138999645
m,13239,2034,2061,13078,6068.21
m,8647,2028,2061,17523,6068.21
k,8038,2031,2062,50243,6257.17
m,13709,2024,2056,67858,6649.593390009275
m,21007,2025,2061,32824,11804.129091814359
k,7767,2025,2055,18024,5043.61
k,9185,2037,2059,54884,5706.34
m,12666,2025,2062,21161,7422.5360320869
m,8851,2025,2048,58801,4056.92
k,4859,2024,2061,25307,6068.21
m,8634,2025,2058,48070,5533.26
k,27895,2025,2063,90,13937.240790461152
k,7639,2025,2060,74909,5884.61
m,5012,2028,2061,13986,6068.21
k,8652,2031,2062,17166,6257.17
m,6478,2025,2061,20599,6068.21
k,4770,2025,2050,84063,4318.21
m,5355,2036,2058,41822,5533.26
k,19123,2024,2062,50733,10028.519769498142
m,4560,2024,2063,15366,6451.77
k,7779,2025,2050,41637,4318.21
k,5132,2025,2049,51714,4185.61
m,7586,2024,2057,7811,5365.22
k,17092,2033,2060,18698,5884.61
m,7378,2028,2057,58833,5365.22
m,12188,2029,2047,63033,3932.04
m,7216,2026,2048,4311,4056.92
m,14571,2024,2059,2322,8015.171753290537
k,27172,2026,2058,12981,10479.530448127232
m,11942,2025,2059,27401,6166.640019175323
k,10048,2029,2045,7280,3693.12
m,18238,2030,2063,129692,8490.247275901047
k,22607,2043,2061,3373,6068.21
m,21516,2024,2062,7046,13360.113618990807
m,10342,2026,2062,31486,6257.17
k,21477,2024,2063,39786,11709.253435020542
k,11944,2024,2061,10345,6068.21
m,20861,2028,2060,10855,9461.318831762977
m,14273,2032,2062,42696,6257.17
m,11192,2030,2063,89958,6451.77
k,14137,2035,2059,102897,5706.34
m,7105,2026,2063,10015,6451.77
m,7637,2026,2059,8896,5706.34
m,13679,2024,2049,65051,4856.486362583053
m,17051,2025,2061,19359,9581.196988838326
m,6938,2032,2060,4129,5884.61
m,6207,2024,2050,1173,4318.21
m,8645,2032,2059,5132,5706.34
k,10607,2029,2063,36080,6451.77
m,6695,2027,2060,56612,5884.61
k,9099,2025,2061,88542,6068.21
k,6165,2024,2057,26190,5365.22
m,8862,2031,2048,16760,4056.92
m,23471,2026,2060,426,11919.828644241376
m,11196,2033,2058,5312,5533.26
k,26747,2032,2062,7133,8981.324946155588
k,7909,2031,2049,85714,4185.61
k,18327,2026,2062,20507,8542.789873054395
k,19926,2026,2056,88435,7142.2152364207
m,16780,2024,2063,28369,10888.673847618476
k,9479,2029,2063,75327,6451.77
k,12911,2025,2062,6915,6371.46194687968
k,9647,2031,2056,7526,5202.08
m,12114,2028,2057,28304,5365.22
m,20545,2024,2062,53918,12791.087684429276
m,12990,2029,2062,94168,6257.17
m,5302,2026,2063,97535,6451.77
k,11206,2025,2049,20239,4185.61
m,26802,2031,2057,18369,8870.221060757603
k,28263,2025,2056,19252,10398.473192446638
k,12442,2024,2063,49805,6802.260922400769
k,7416,2025,2062,24256,6257.17
m,6335,2025,2057,972,5365.22
k,16604,2025,2063,62971,8548.401222337161
m,32767,2028,2050,39588,8841.560469834485
m,14805,2024,2052,21054,6037.143403448323
m,10487,2028,2050,3030,4318.21
k,5978,2035,2054,10245,4889.78
m,21115,2024,2063,12831,13676.69100940634
k,14039,2024,2063,47288,7675.368999323618
k,5860,2030,2055,53676,5043.61
m,4737,2028,2059,11679,5706.34
m,11132,2027,2061,76869,6068.21
k,9450,2031,2063,2688,6451.77
k,16366,2032,2061,14943,6068.21
m,5946,2024,2063,7146,6451.77
k,5222,2024,2048,15633,4056.92
m,5878,2031,2060,31154,5884.61
m,5996,2025,2054,43452,4889.78
k,26211,2029,2060,42227,9458.410573325331
m,21897,2024,2058,14595,11505.221246546293
k,4981,2026,2059,91378,5706.34
k,16691,2024,2061,7542,8395.256603991602
m,5653,2025,2047,2241,3932.04
k,5225,2031,2061,13166,6068.21
k,31603,2025,2059,86770,12872.94386734692
k,13693,2026,2044,10799,3578.95
m,20010,2027,2061,84790,10030.426890478468
k,5085,2030,2062,51039,6257.17
k,4960,2026,2056,3405,5202.08
k,10014,2031,2050,16221,4318.21
m,25226,2028,2063,13970,13068.834852312797
k,17658,2033,2061,5562,6068.21
m,7633,2025,2062,15905,6257.17
m,6982,2024,2061,34090,6068.21
k,44256,2024,2056,21840,14226.809719167544
k,9415,2025,2063,10541,6451.77
k,22216,2025,2050,4818,6436.31349409861
k,11431,2029,2052,6625,4595.52
m,7924,2045,2063,53198,6451.77
m,4917,2026,2062,34654,6257.17
m,29677,2025,2061,8122,15935.337216827178
k,13089,2033,2057,84326,5365.22
k,7456,2028,2058,20405,5533.26
m,26138,2026,2040,3095,4524.046493136095
m,7938,2024,2061,33071,6068.21
k,11707,2027,2062,24605,6257.17
m,9496,2028,2063,31587,6451.77
m,37280,2029,2059,51614,14480.10687734517
m,12190,2024,2062,70489,7591.33459647239
k,7739,2024,2056,12843,5202.08
k,33508,2027,2051,35794,8381.004266571019
m,18159,2026,2060,11840,9226.261774371413
m,27832,2030,2050,225,6782.517306280345
m,11367,2031,2063,22753,6451.77
m,29260,2026,2062,4991,15741.07664013952
k,37346,2028,2061,15611,13953.204840728533
k,6499,2024,2055,14032,5043.61
m,13599,2028,2058,84516,5633.751227834892
m,8569,2024,2062,14433,6257.17
m,20059,2025,2056,8962,9107.194047590498
m,15015,2029,2063,35066,7373.552003768658
k,23680,2026,2060,74542,10115.203258615928
k,4756,2024,2056,70262,5202.08
k,12757,2024,2054,35369,4889.78
m,12844,2030,2061,72816,6068.21
k,8009,2032,2060,26713,5884.61
k,7684,2025,2050,143652,4318.21
k,15260,2026,2058,1579,5977.856995149613
k,12677,2029,2062,19208,6257.17
m,18380,2026,2059,99134,8943.315216782605
m,16891,2024,2062,956,10518.88701140404
k,8665,2024,2046,21214,3810.78
k,5662,2028,2063,64236,6451.77
m,6950,2028,2060,54689,5884.61
k,11965,2032,2053,35422,4740.46
m,9364,2024,2063,14430,6451.77
m,8503,2024,2059,67213,5706.34
m,9013,2029,2062,14796,6257.17
